text,label,clean_text,target
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company .",neutral,utah capital wanted next u headquarters amer sport corp skiequipment company,0
"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",neutral,vaisala oyj stock exchange release klo annual general meeting vaisala oyj decided march approve company annual account,0
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,neutral,pleased invite join mreal international conference call pm eet,0
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",positive,warmly welcome satama state jussi lansio chairman board,1
Veracel is preparing an appeal in the issue and has asked the court for clarification of the judgement .,neutral,veracel preparing appeal issue asked court clarification judgement,0
What would you like to see changed on Nokia 's next attempt ?,neutral,would like see changed nokia next attempt,0
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral,completed meter watchtower highest building ireland,0
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,viking pay eur million new ship completed january,0
"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",neutral,basware connectivity service company gain visibility audit trail traced order good delivery invoice,0
"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral,wwwcountryelementscouk designed patricia burt one selection distinctive hooked rug created recycled material dyed natural dye,0
You are warmly welcome !,neutral,warmly welcome,0
Approval by shareholders of Cencorp in accordance with Finnish law .,neutral,approval shareholder cencorp accordance finnish law,0
"Tikkurila has an interesting growth strategy , which we support .",neutral,tikkurila interesting growth strategy support,0
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral,assa abloy kaupthing bank gave neutral recommendation share price target crown euro swedish lock maker assa abloy ab,0
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",positive,ruukki experience logistics construction competence project management also best reference term steel frame production installation say onodi stefan general manager arxikon construction company srl ruukki customer,1
