text,label,clean_text,target,adj_text
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,positive,also pct month volume weighted average price stock,1,pct weighted average
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",positive,mobile phone shipment jumped percent almost million unit finnish company global market share rose percent percent,1,mobile jumped finnish global rose percent
"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries",positive,selects third party logistics leader transplace bestinclass technology procurement capability leading specialty packaging manufacturer employ complete pl solution supply chain visibility transportation efficiency increase service level ontime delivery,1,third leading employ complete pl
4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,positive,g allows customer use mobile broadband service speed ten time higher today g,1,allows mobile ten higher g
"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",positive,based strong customer interest feedback using rpm mobile phone manufacturer operator enterprise developer forum significantly increase product service quality userexperience costefficiency tulonen continues,1,based strong using mobile increase continues
`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .,positive,ixonos rich heritage developing leadership experience smartphone segment,1,rich developing
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive,acquisition elektros pavara completes kone market expansion strategy baltic country,1,pavara completes kone baltic
18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,positive,january finnish consultancy trainer house oyj hel trh v said last friday resolved issue eur hybrid bond domestic investor bid strengthen capital structure,1,january finnish said last friday resolved hybrid domestic strengthen
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive,repair maintenance business accounted net sale eur mn eur mn,1,accounted net
"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .",positive,money spent strengthening company competitiveness sphere sawmill product increasing volume wood delivered processing russia release say,1,spent strengthening sawmill increasing delivered say
The new technology improves the glass quality and consistency while increasing throughput .,positive,new technology improves glass quality consistency increasing throughput,1,new improves glass increasing
"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",positive,vaisala group successful international technology company develops manufacture market electronic measurement system product,1,successful international develops electronic
We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',positive,look forward helping company develop operational service digitalize service customer,1,look helping develop operational
"`` The number of collection errors fell considerably , and operations speeded up .",positive,number collection error fell considerably operation speeded,1,fell speeded
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",positive,combining existing solution single platform comptel said reduced cost deployment,1,combining existing single said reduced
"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",positive,second quarter group pretax loss narrowed eur eur,1,second pretax narrowed eur
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",positive,january finnish metal product company componenta oyj hel cth v said yesterday net loss narrowed eur last quarter eur period year earlier,1,january finnish said net narrowed last
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,positive,may finnish liquid handling product diagnostic test system maker biohit oyj hel biobv said today may net loss narrowed eur usd first quarter eur period,1,may finnish handling diagnostic biohit oyj said may net narrowed eur usd first
